trip_id,stop_sequence,route_id,route_short_name,route_long_name,direction_id,service_id,trip_headsign,stop_name,stop_id,stop_lat,stop_lon,departure_time
42-566--1-Sat2-56,60,42-566-aus-1,566,Lalor - Northland SC,1,Sat2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,17:14:00
42-566--1-Sat2-57,60,42-566-aus-1,566,Lalor - Northland SC,1,Sat2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,17:54:00
42-566--1-Sat2-58,60,42-566-aus-1,566,Lalor - Northland SC,1,Sat2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,18:34:00
42-566--1-Sat2-59,60,42-566-aus-1,566,Lalor - Northland SC,1,Sat2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,19:13:00
42-566--1-Sat2-84,55,42-566-aus-1,566,Lalor - Northland SC,1,Sat2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,21:40:00
42-566--1-Sat2-97,17,42-566-aus-1,566,Lalor - Northland SC,0,Sat2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,07:21:00
42-566--1-Sun2-1,55,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,07:05:00
42-566--1-Sun2-10,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,13:05:00
42-566--1-Sun2-100,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,08:35:00
42-566--1-Sun2-101,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,09:15:00
42-566--1-Sun2-102,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,09:55:00
42-566--1-Sun2-103,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,10:33:00
42-566--1-Sun2-104,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,11:13:00
42-566--1-Sun2-105,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,11:52:00
42-566--1-Sun2-106,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,12:32:00
42-566--1-Sun2-107,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,13:12:00
42-566--1-Sun2-108,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,13:57:00
42-566--1-Sun2-109,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,14:34:00
42-566--1-Sun2-11,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,13:45:00
42-566--1-Sun2-110,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,15:14:00
42-566--1-Sun2-111,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,15:54:00
42-566--1-Sun2-112,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,16:34:00
42-566--1-Sun2-113,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,17:14:00
42-566--1-Sun2-12,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,14:25:00
42-566--1-Sun2-13,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,15:05:00
42-566--1-Sun2-14,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,15:50:00
42-566--1-Sun2-15,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,16:34:00
42-566--1-Sun2-155,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,17:54:00
42-566--1-Sun2-156,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,18:34:00
42-566--1-Sun2-157,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,19:14:00
42-566--1-Sun2-158,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,19:54:00
42-566--1-Sun2-159,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,20:34:00
42-566--1-Sun2-16,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,17:14:00
42-566--1-Sun2-160,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,21:31:00
42-566--1-Sun2-17,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,17:54:00
42-566--1-Sun2-18,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,18:34:00
42-566--1-Sun2-19,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,19:13:00
42-566--1-Sun2-2,55,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,07:45:00
42-566--1-Sun2-20,55,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,19:50:00
42-566--1-Sun2-21,55,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,20:30:00
42-566--1-Sun2-39,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,08:22:00
42-566--1-Sun2-40,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,09:04:00
42-566--1-Sun2-41,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,09:45:00
42-566--1-Sun2-42,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,10:25:00
42-566--1-Sun2-7,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,11:05:00
42-566--1-Sun2-8,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,11:45:00
42-566--1-Sun2-82,55,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,20:54:00
42-566--1-Sun2-83,55,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,21:40:00
42-566--1-Sun2-9,60,42-566-aus-1,566,Lalor - Northland SC,1,Sun2-42-566-aus,Northland SC,Watsonia Station/Morwell Ave,2722,'-37.71010413,145.08227263,12:25:00
42-566--1-Sun2-96,17,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,07:21:00
42-566--1-Sun2-99,44,42-566-aus-1,566,Lalor - Northland SC,0,Sun2-42-566-aus,Lalor,Watsonia Station/Grace St,201,'-37.71030213,145.08225618,07:59:00
