service_id,date,exception_type
"MF2-28-776-aus","20250912","2"
"MF2-28-776-aus","20250915","2"
"MF2-28-776-aus","20250916","2"
"MF2-28-776-aus","20250917","2"
"MF2-28-776-aus","20250918","2"
"MF2-28-776-aus","20250919","2"
"MF2-28-776-aus","20250922","2"
"MF2-28-776-aus","20250923","2"
"MF2-28-776-aus","20250924","2"
"MF2-28-776-aus","20250925","2"
"MF2-28-776-aus","20250926","2"
"MF2-28-776-aus","20250929","2"
"MF2-28-776-aus","20250930","2"
"MF2-28-776-aus","20251001","2"
"MF2-28-776-aus","20251002","2"
"MF2-28-776-aus","20251003","2"
"MF2-28-776-aus","20251006","2"
"MF2-28-776-aus","20251007","2"
"MF2-28-776-aus","20251008","2"
"MF2-28-776-aus","20251009","2"
"MF2-28-776-aus","20251010","2"
"MF2-28-777-aus","20250721","2"
"MF2-28-777-aus","20250722","2"
"MF2-28-777-aus","20250723","2"
"MF2-28-777-aus","20250724","2"
"MF2-28-777-aus","20250725","2"
"MF2-28-777-aus","20250728","2"
"MF2-28-777-aus","20250729","2"
"MF2-28-777-aus","20250730","2"
"MF2-28-777-aus","20250731","2"
"MF2-28-777-aus","20250801","2"
"MF2-28-777-aus","20250804","2"
"MF2-28-777-aus","20250805","2"
"MF2-28-777-aus","20250806","2"
"MF2-28-777-aus","20250807","2"
"MF2-28-777-aus","20250808","2"
"MF2-28-777-aus","20250811","2"
"MF2-28-777-aus","20250812","2"
"MF2-28-777-aus","20250813","2"
"MF2-28-777-aus","20250814","2"
"MF2-28-777-aus","20250815","2"
"MF2-28-777-aus","20250818","2"
"MF2-28-777-aus","20250819","2"
"MF2-28-777-aus","20250820","2"
"MF2-28-777-aus","20250821","2"
"MF2-28-777-aus","20250822","2"
"MF2-28-777-aus","20250825","2"
"MF2-28-777-aus","20250826","2"
"MF2-28-777-aus","20250827","2"
"MF2-28-777-aus","20250828","2"
"MF2-28-777-aus","20250829","2"
"MF2-28-777-aus","20250901","2"
"MF2-28-777-aus","20250902","2"
"MF2-28-777-aus","20250903","2"
"MF2-28-777-aus","20250904","2"
"MF2-28-777-aus","20250905","2"
"MF2-28-777-aus","20250908","2"
"MF2-28-777-aus","20250909","2"
"MF2-28-777-aus","20250910","2"
"MF2-28-777-aus","20250911","2"
"MF2-28-777-aus","20250912","2"
"MF2-28-777-aus","20250915","2"
"MF2-28-777-aus","20250916","2"
"MF2-28-777-aus","20250917","2"
"MF2-28-777-aus","20250918","2"
"MF2-28-777-aus","20250919","2"
"MF2-28-777-aus","20250922","2"
"MF2-28-777-aus","20250923","2"
"MF2-28-777-aus","20250924","2"
"MF2-28-777-aus","20250925","2"
"MF2-28-777-aus","20250926","2"
"MF2-28-777-aus","20250929","2"
"MF2-28-777-aus","20250930","2"
"MF2-28-777-aus","20251001","2"
"MF2-28-777-aus","20251002","2"
"MF2-28-777-aus","20251003","2"
"MF2-28-777-aus","20251006","2"
"MF2-28-777-aus","20251007","2"
"MF2-28-777-aus","20251008","2"
"MF2-28-777-aus","20251009","2"
"MF2-28-777-aus","20251010","2"
"MF2-28-778-aus","20250721","2"
"MF2-28-778-aus","20250722","2"
"MF2-28-778-aus","20250723","2"
"MF2-28-778-aus","20250724","2"
"MF2-28-778-aus","20250725","2"
"MF2-28-778-aus","20250728","2"
"MF2-28-778-aus","20250729","2"
"MF2-28-778-aus","20250730","2"
"MF2-28-778-aus","20250731","2"
"MF2-28-778-aus","20250801","2"
"MF2-28-778-aus","20250804","2"
"MF2-28-778-aus","20250805","2"
"MF2-28-778-aus","20250806","2"
"MF2-28-778-aus","20250807","2"
"MF2-28-778-aus","20250808","2"
"MF2-28-778-aus","20250811","2"
"MF2-28-778-aus","20250812","2"
"MF2-28-778-aus","20250813","2"
"MF2-28-778-aus","20250814","2"
"MF2-28-778-aus","20250815","2"
"MF2-28-778-aus","20250818","2"
"MF2-28-778-aus","20250819","2"
"MF2-28-778-aus","20250820","2"
"MF2-28-778-aus","20250821","2"
"MF2-28-778-aus","20250822","2"
"MF2-28-778-aus","20250825","2"
"MF2-28-778-aus","20250826","2"
"MF2-28-778-aus","20250827","2"
"MF2-28-778-aus","20250828","2"
"MF2-28-778-aus","20250829","2"
"MF2-28-778-aus","20250901","2"
"MF2-28-778-aus","20250902","2"
"MF2-28-778-aus","20250903","2"
"MF2-28-778-aus","20250904","2"
"MF2-28-778-aus","20250905","2"
"MF2-28-778-aus","20250908","2"
"MF2-28-778-aus","20250909","2"
"MF2-28-778-aus","20250910","2"
"MF2-28-778-aus","20250911","2"
"MF2-28-778-aus","20250912","2"
"MF2-28-778-aus","20250915","2"
"MF2-28-778-aus","20250916","2"
"MF2-28-778-aus","20250917","2"
"MF2-28-778-aus","20250918","2"
"MF2-28-778-aus","20250919","2"
"MF2-28-778-aus","20250922","2"
"MF2-28-778-aus","20250923","2"
"MF2-28-778-aus","20250924","2"
"MF2-28-778-aus","20250925","2"
"MF2-28-778-aus","20250926","2"
"MF2-28-778-aus","20250929","2"
"MF2-28-778-aus","20250930","2"
"MF2-28-778-aus","20251001","2"
"MF2-28-778-aus","20251002","2"
"MF2-28-778-aus","20251003","2"
"MF2-28-778-aus","20251006","2"
"MF2-28-778-aus","20251007","2"
"MF2-28-778-aus","20251008","2"
"MF2-28-778-aus","20251009","2"
"MF2-28-778-aus","20251010","2"
"MF2-28-779-aus","20250721","2"
"MF2-28-779-aus","20250722","2"
"MF2-28-779-aus","20250723","2"
"MF2-28-779-aus","20250724","2"
"MF2-28-779-aus","20250725","2"
"MF2-28-779-aus","20250728","2"
"MF2-28-779-aus","20250729","2"
"MF2-28-779-aus","20250730","2"
"MF2-28-779-aus","20250731","2"
"MF2-28-779-aus","20250801","2"
"MF2-28-779-aus","20250804","2"
"MF2-28-779-aus","20250805","2"
"MF2-28-779-aus","20250806","2"
"MF2-28-779-aus","20250807","2"
"MF2-28-779-aus","20250808","2"
"MF2-28-779-aus","20250811","2"
"MF2-28-779-aus","20250812","2"
"MF2-28-779-aus","20250813","2"
"MF2-28-779-aus","20250814","2"
"MF2-28-779-aus","20250815","2"
"MF2-28-779-aus","20250818","2"
"MF2-28-779-aus","20250819","2"
"MF2-28-779-aus","20250820","2"
"MF2-28-779-aus","20250821","2"
"MF2-28-779-aus","20250822","2"
"MF2-28-779-aus","20250825","2"
"MF2-28-779-aus","20250826","2"
"MF2-28-779-aus","20250827","2"
"MF2-28-779-aus","20250828","2"
"MF2-28-779-aus","20250829","2"
"MF2-28-779-aus","20250901","2"
"MF2-28-779-aus","20250902","2"
"MF2-28-779-aus","20250903","2"
"MF2-28-779-aus","20250904","2"
"MF2-28-779-aus","20250905","2"
"MF2-28-779-aus","20250908","2"
"MF2-28-779-aus","20250909","2"
"MF2-28-779-aus","20250910","2"
"MF2-28-779-aus","20250911","2"
"MF2-28-779-aus","20250912","2"
"MF2-28-779-aus","20250915","2"
"MF2-28-779-aus","20250916","2"
"MF2-28-779-aus","20250917","2"
"MF2-28-779-aus","20250918","2"
"MF2-28-779-aus","20250919","2"
"MF2-28-779-aus","20250922","2"
"MF2-28-779-aus","20250923","2"
"MF2-28-779-aus","20250924","2"
"MF2-28-779-aus","20250925","2"
"MF2-28-779-aus","20250926","2"
"MF2-28-779-aus","20250929","2"
"MF2-28-779-aus","20250930","2"
"MF2-28-779-aus","20251001","2"
"MF2-28-779-aus","20251002","2"
"MF2-28-779-aus","20251003","2"
"MF2-28-779-aus","20251006","2"
"MF2-28-779-aus","20251007","2"
"MF2-28-779-aus","20251008","2"
"MF2-28-779-aus","20251009","2"
"MF2-28-779-aus","20251010","2"
"MF2-28-780-aus","20250721","2"
"MF2-28-780-aus","20250722","2"
"MF2-28-780-aus","20250723","2"
"MF2-28-780-aus","20250724","2"
"MF2-28-780-aus","20250725","2"
"MF2-28-780-aus","20250728","2"
"MF2-28-780-aus","20250729","2"
"MF2-28-780-aus","20250730","2"
"MF2-28-780-aus","20250731","2"
"MF2-28-780-aus","20250801","2"
"MF2-28-780-aus","20250804","2"
"MF2-28-780-aus","20250805","2"
"MF2-28-780-aus","20250806","2"
"MF2-28-780-aus","20250807","2"
"MF2-28-780-aus","20250808","2"
"MF2-28-780-aus","20250811","2"
"MF2-28-780-aus","20250812","2"
"MF2-28-780-aus","20250813","2"
"MF2-28-780-aus","20250814","2"
"MF2-28-780-aus","20250815","2"
"MF2-28-780-aus","20250818","2"
"MF2-28-780-aus","20250819","2"
"MF2-28-780-aus","20250820","2"
"MF2-28-780-aus","20250821","2"
"MF2-28-780-aus","20250822","2"
"MF2-28-780-aus","20250825","2"
"MF2-28-780-aus","20250826","2"
"MF2-28-780-aus","20250827","2"
"MF2-28-780-aus","20250828","2"
"MF2-28-780-aus","20250829","2"
"MF2-28-780-aus","20250901","2"
"MF2-28-780-aus","20250902","2"
"MF2-28-780-aus","20250903","2"
"MF2-28-780-aus","20250904","2"
"MF2-28-780-aus","20250905","2"
"MF2-28-780-aus","20250908","2"
"MF2-28-780-aus","20250909","2"
"MF2-28-780-aus","20250910","2"
"MF2-28-780-aus","20250911","2"
"MF2-28-780-aus","20250912","2"
"MF2-28-780-aus","20250915","2"
"MF2-28-780-aus","20250916","2"
"MF2-28-780-aus","20250917","2"
"MF2-28-780-aus","20250918","2"
"MF2-28-780-aus","20250919","2"
"MF2-28-780-aus","20250922","2"
"MF2-28-780-aus","20250923","2"
"MF2-28-780-aus","20250924","2"
"MF2-28-780-aus","20250925","2"
"MF2-28-780-aus","20250926","2"
"MF2-28-780-aus","20250929","2"
"MF2-28-780-aus","20250930","2"
"MF2-28-780-aus","20251001","2"
"MF2-28-780-aus","20251002","2"
"MF2-28-780-aus","20251003","2"
"MF2-28-780-aus","20251006","2"
"MF2-28-780-aus","20251007","2"
"MF2-28-780-aus","20251008","2"
"MF2-28-780-aus","20251009","2"
"MF2-28-780-aus","20251010","2"
"MF2-28-781-aus","20250721","2"
"MF2-28-781-aus","20250722","2"
"MF2-28-781-aus","20250723","2"
"MF2-28-781-aus","20250724","2"
"MF2-28-781-aus","20250725","2"
"MF2-28-781-aus","20250728","2"
"MF2-28-781-aus","20250729","2"
"MF2-28-781-aus","20250730","2"
"MF2-28-781-aus","20250731","2"
"MF2-28-781-aus","20250801","2"
"MF2-28-781-aus","20250804","2"
"MF2-28-781-aus","20250805","2"
"MF2-28-781-aus","20250806","2"
"MF2-28-781-aus","20250807","2"
"MF2-28-781-aus","20250808","2"
"MF2-28-781-aus","20250811","2"
"MF2-28-781-aus","20250812","2"
"MF2-28-781-aus","20250813","2"
"MF2-28-781-aus","20250814","2"
"MF2-28-781-aus","20250815","2"
"MF2-28-781-aus","20250818","2"
"MF2-28-781-aus","20250819","2"
"MF2-28-781-aus","20250820","2"
"MF2-28-781-aus","20250821","2"
"MF2-28-781-aus","20250822","2"
"MF2-28-781-aus","20250825","2"
"MF2-28-781-aus","20250826","2"
"MF2-28-781-aus","20250827","2"
"MF2-28-781-aus","20250828","2"
"MF2-28-781-aus","20250829","2"
"MF2-28-781-aus","20250901","2"
"MF2-28-781-aus","20250902","2"
"MF2-28-781-aus","20250903","2"
"MF2-28-781-aus","20250904","2"
"MF2-28-781-aus","20250905","2"
"MF2-28-781-aus","20250908","2"
"MF2-28-781-aus","20250909","2"
"MF2-28-781-aus","20250910","2"
"MF2-28-781-aus","20250911","2"
"MF2-28-781-aus","20250912","2"
"MF2-28-781-aus","20250915","2"
"MF2-28-781-aus","20250916","2"
"MF2-28-781-aus","20250917","2"
"MF2-28-781-aus","20250918","2"
"MF2-28-781-aus","20250919","2"
"MF2-28-781-aus","20250922","2"
"MF2-28-781-aus","20250923","2"
"MF2-28-781-aus","20250924","2"
"MF2-28-781-aus","20250925","2"
"MF2-28-781-aus","20250926","2"
"MF2-28-781-aus","20250929","2"
"MF2-28-781-aus","20250930","2"
"MF2-28-781-aus","20251001","2"
"MF2-28-781-aus","20251002","2"
"MF2-28-781-aus","20251003","2"
"MF2-28-781-aus","20251006","2"
"MF2-28-781-aus","20251007","2"
"MF2-28-781-aus","20251008","2"
"MF2-28-781-aus","20251009","2"
"MF2-28-781-aus","20251010","2"
"MF2-28-782-aus","20250721","2"
"MF2-28-782-aus","20250722","2"
"MF2-28-782-aus","20250723","2"
"MF2-28-782-aus","20250724","2"
"MF2-28-782-aus","20250725","2"
"MF2-28-782-aus","20250728","2"
"MF2-28-782-aus","20250729","2"
"MF2-28-782-aus","20250730","2"
"MF2-28-782-aus","20250731","2"
"MF2-28-782-aus","20250801","2"
"MF2-28-782-aus","20250804","2"
"MF2-28-782-aus","20250805","2"
"MF2-28-782-aus","20250806","2"
"MF2-28-782-aus","20250807","2"
"MF2-28-782-aus","20250808","2"
"MF2-28-782-aus","20250811","2"
"MF2-28-782-aus","20250812","2"
"MF2-28-782-aus","20250813","2"
"MF2-28-782-aus","20250814","2"
"MF2-28-782-aus","20250815","2"
"MF2-28-782-aus","20250818","2"
"MF2-28-782-aus","20250819","2"
"MF2-28-782-aus","20250820","2"
"MF2-28-782-aus","20250821","2"
"MF2-28-782-aus","20250822","2"
"MF2-28-782-aus","20250825","2"
"MF2-28-782-aus","20250826","2"
"MF2-28-782-aus","20250827","2"
"MF2-28-782-aus","20250828","2"
"MF2-28-782-aus","20250829","2"
"MF2-28-782-aus","20250901","2"
"MF2-28-782-aus","20250902","2"
"MF2-28-782-aus","20250903","2"
"MF2-28-782-aus","20250904","2"
"MF2-28-782-aus","20250905","2"
"MF2-28-782-aus","20250908","2"
"MF2-28-782-aus","20250909","2"
"MF2-28-782-aus","20250910","2"
"MF2-28-782-aus","20250911","2"
"MF2-28-782-aus","20250912","2"
"MF2-28-782-aus","20250915","2"
"MF2-28-782-aus","20250916","2"
"MF2-28-782-aus","20250917","2"
"MF2-28-782-aus","20250918","2"
"MF2-28-782-aus","20250919","2"
"MF2-28-782-aus","20250922","2"
"MF2-28-782-aus","20250923","2"
"MF2-28-782-aus","20250924","2"
"MF2-28-782-aus","20250925","2"
"MF2-28-782-aus","20250926","2"
"MF2-28-782-aus","20250929","2"
"MF2-28-782-aus","20250930","2"
"MF2-28-782-aus","20251001","2"
"MF2-28-782-aus","20251002","2"
"MF2-28-782-aus","20251003","2"
"MF2-28-782-aus","20251006","2"
"MF2-28-782-aus","20251007","2"
"MF2-28-782-aus","20251008","2"
"MF2-28-782-aus","20251009","2"
"MF2-28-782-aus","20251010","2"
"MF2-28-783-aus","20250721","2"
"MF2-28-783-aus","20250722","2"
"MF2-28-783-aus","20250723","2"
"MF2-28-783-aus","20250724","2"
"MF2-28-783-aus","20250725","2"
"MF2-28-783-aus","20250728","2"
"MF2-28-783-aus","20250729","2"
"MF2-28-783-aus","20250730","2"
"MF2-28-783-aus","20250731","2"
"MF2-28-783-aus","20250801","2"
"MF2-28-783-aus","20250804","2"
"MF2-28-783-aus","20250805","2"
"MF2-28-783-aus","20250806","2"
"MF2-28-783-aus","20250807","2"
"MF2-28-783-aus","20250808","2"
"MF2-28-783-aus","20250811","2"
"MF2-28-783-aus","20250812","2"
"MF2-28-783-aus","20250813","2"
"MF2-28-783-aus","20250814","2"
"MF2-28-783-aus","20250815","2"
"MF2-28-783-aus","20250818","2"
"MF2-28-783-aus","20250819","2"
"MF2-28-783-aus","20250820","2"
"MF2-28-783-aus","20250821","2"
"MF2-28-783-aus","20250822","2"
"MF2-28-783-aus","20250825","2"
"MF2-28-783-aus","20250826","2"
"MF2-28-783-aus","20250827","2"
"MF2-28-783-aus","20250828","2"
"MF2-28-783-aus","20250829","2"
"MF2-28-783-aus","20250901","2"
"MF2-28-783-aus","20250902","2"
"MF2-28-783-aus","20250903","2"
"MF2-28-783-aus","20250904","2"
"MF2-28-783-aus","20250905","2"
"MF2-28-783-aus","20250908","2"
"MF2-28-783-aus","20250909","2"
"MF2-28-783-aus","20250910","2"
"MF2-28-783-aus","20250911","2"
"MF2-28-783-aus","20250912","2"
"MF2-28-783-aus","20250915","2"
"MF2-28-783-aus","20250916","2"
"MF2-28-783-aus","20250917","2"
"MF2-28-783-aus","20250918","2"
"MF2-28-783-aus","20250919","2"
"MF2-28-783-aus","20250922","2"
"MF2-28-783-aus","20250923","2"
"MF2-28-783-aus","20250924","2"
"MF2-28-783-aus","20250925","2"
"MF2-28-783-aus","20250926","2"
"MF2-28-783-aus","20250929","2"
"MF2-28-783-aus","20250930","2"
"MF2-28-783-aus","20251001","2"
"MF2-28-783-aus","20251002","2"
"MF2-28-783-aus","20251003","2"
"MF2-28-783-aus","20251006","2"
"MF2-28-783-aus","20251007","2"
"MF2-28-783-aus","20251008","2"
"MF2-28-783-aus","20251009","2"
"MF2-28-783-aus","20251010","2"
"MF2-28-784-aus","20250721","2"
"MF2-28-784-aus","20250722","2"
"MF2-28-784-aus","20250723","2"
"MF2-28-784-aus","20250724","2"
"MF2-28-784-aus","20250725","2"
"MF2-28-784-aus","20250728","2"
"MF2-28-784-aus","20250729","2"
"MF2-28-784-aus","20250730","2"
"MF2-28-784-aus","20250731","2"
"MF2-28-784-aus","20250801","2"
"MF2-28-784-aus","20250804","2"
"MF2-28-784-aus","20250805","2"
"MF2-28-784-aus","20250806","2"
"MF2-28-784-aus","20250807","2"
"MF2-28-784-aus","20250808","2"
"MF2-28-784-aus","20250811","2"
"MF2-28-784-aus","20250812","2"
"MF2-28-784-aus","20250813","2"
"MF2-28-784-aus","20250814","2"
"MF2-28-784-aus","20250815","2"
"MF2-28-784-aus","20250818","2"
"MF2-28-784-aus","20250819","2"
"MF2-28-784-aus","20250820","2"
"MF2-28-784-aus","20250821","2"
"MF2-28-784-aus","20250822","2"
"MF2-28-784-aus","20250825","2"
"MF2-28-784-aus","20250826","2"
"MF2-28-784-aus","20250827","2"
"MF2-28-784-aus","20250828","2"
"MF2-28-784-aus","20250829","2"
"MF2-28-784-aus","20250901","2"
"MF2-28-784-aus","20250902","2"
"MF2-28-784-aus","20250903","2"
"MF2-28-784-aus","20250904","2"
"MF2-28-784-aus","20250905","2"
"MF2-28-784-aus","20250908","2"
"MF2-28-784-aus","20250909","2"
"MF2-28-784-aus","20250910","2"
"MF2-28-784-aus","20250911","2"
"MF2-28-784-aus","20250912","2"
"MF2-28-784-aus","20250915","2"
"MF2-28-784-aus","20250916","2"
"MF2-28-784-aus","20250917","2"
"MF2-28-784-aus","20250918","2"
"MF2-28-784-aus","20250919","2"
"MF2-28-784-aus","20250922","2"
"MF2-28-784-aus","20250923","2"
"MF2-28-784-aus","20250924","2"
"MF2-28-784-aus","20250925","2"
"MF2-28-784-aus","20250926","2"
"MF2-28-784-aus","20250929","2"
"MF2-28-784-aus","20250930","2"
"MF2-28-784-aus","20251001","2"
"MF2-28-784-aus","20251002","2"
"MF2-28-784-aus","20251003","2"
"MF2-28-784-aus","20251006","2"
"MF2-28-784-aus","20251007","2"
"MF2-28-784-aus","20251008","2"
"MF2-28-784-aus","20251009","2"
"MF2-28-784-aus","20251010","2"
"MF2-28-785-aus","20250721","2"
"MF2-28-785-aus","20250722","2"
"MF2-28-785-aus","20250723","2"
"MF2-28-785-aus","20250724","2"
"MF2-28-785-aus","20250725","2"
"MF2-28-785-aus","20250728","2"
"MF2-28-785-aus","20250729","2"
"MF2-28-785-aus","20250730","2"
"MF2-28-785-aus","20250731","2"
"MF2-28-785-aus","20250801","2"
"MF2-28-785-aus","20250804","2"
"MF2-28-785-aus","20250805","2"
"MF2-28-785-aus","20250806","2"
"MF2-28-785-aus","20250807","2"
"MF2-28-785-aus","20250808","2"
"MF2-28-785-aus","20250811","2"
"MF2-28-785-aus","20250812","2"
"MF2-28-785-aus","20250813","2"
"MF2-28-785-aus","20250814","2"
"MF2-28-785-aus","20250815","2"
"MF2-28-785-aus","20250818","2"
"MF2-28-785-aus","20250819","2"
"MF2-28-785-aus","20250820","2"
"MF2-28-785-aus","20250821","2"
"MF2-28-785-aus","20250822","2"
"MF2-28-785-aus","20250825","2"
"MF2-28-785-aus","20250826","2"
"MF2-28-785-aus","20250827","2"
"MF2-28-785-aus","20250828","2"
"MF2-28-785-aus","20250829","2"
"MF2-28-785-aus","20250901","2"
"MF2-28-785-aus","20250902","2"
"MF2-28-785-aus","20250903","2"
"MF2-28-785-aus","20250904","2"
"MF2-28-785-aus","20250905","2"
"MF2-28-785-aus","20250908","2"
"MF2-28-785-aus","20250909","2"
"MF2-28-785-aus","20250910","2"
"MF2-28-785-aus","20250911","2"
"MF2-28-785-aus","20250912","2"
"MF2-28-785-aus","20250915","2"
"MF2-28-785-aus","20250916","2"
"MF2-28-785-aus","20250917","2"
"MF2-28-785-aus","20250918","2"
"MF2-28-785-aus","20250919","2"
"MF2-28-785-aus","20250922","2"
"MF2-28-785-aus","20250923","2"
"MF2-28-785-aus","20250924","2"
"MF2-28-785-aus","20250925","2"
"MF2-28-785-aus","20250926","2"
"MF2-28-785-aus","20250929","2"
"MF2-28-785-aus","20250930","2"
"MF2-28-785-aus","20251001","2"
"MF2-28-785-aus","20251002","2"
"MF2-28-785-aus","20251003","2"
"MF2-28-785-aus","20251006","2"
"MF2-28-785-aus","20251007","2"
"MF2-28-785-aus","20251008","2"
"MF2-28-785-aus","20251009","2"
"MF2-28-785-aus","20251010","2"
"MF2-28-832-aus","20250721","2"
"MF2-28-832-aus","20250722","2"
"MF2-28-832-aus","20250723","2"
"MF2-28-832-aus","20250724","2"
"MF2-28-832-aus","20250725","2"
"MF2-28-832-aus","20250728","2"
"MF2-28-832-aus","20250729","2"
"MF2-28-832-aus","20250730","2"
"MF2-28-832-aus","20250731","2"
"MF2-28-832-aus","20250801","2"
"MF2-28-832-aus","20250804","2"
"MF2-28-832-aus","20250805","2"
"MF2-28-832-aus","20250806","2"
"MF2-28-832-aus","20250807","2"
"MF2-28-832-aus","20250808","2"
"MF2-28-832-aus","20250811","2"
"MF2-28-832-aus","20250812","2"
"MF2-28-832-aus","20250813","2"
"MF2-28-832-aus","20250814","2"
"MF2-28-832-aus","20250815","2"
"MF2-28-832-aus","20250818","2"
"MF2-28-832-aus","20250819","2"
"MF2-28-832-aus","20250820","2"
"MF2-28-832-aus","20250821","2"
"MF2-28-832-aus","20250822","2"
"MF2-28-832-aus","20250825","2"
"MF2-28-832-aus","20250826","2"
"MF2-28-832-aus","20250827","2"
"MF2-28-832-aus","20250828","2"
"MF2-28-832-aus","20250829","2"
"MF2-28-832-aus","20250901","2"
"MF2-28-832-aus","20250902","2"
"MF2-28-832-aus","20250903","2"
"MF2-28-832-aus","20250904","2"
"MF2-28-832-aus","20250905","2"
"MF2-28-832-aus","20250908","2"
"MF2-28-832-aus","20250909","2"
"MF2-28-832-aus","20250910","2"
"MF2-28-832-aus","20250911","2"
"MF2-28-832-aus","20250912","2"
"MF2-28-832-aus","20250915","2"
"MF2-28-832-aus","20250916","2"
"MF2-28-832-aus","20250917","2"
"MF2-28-832-aus","20250918","2"
"MF2-28-832-aus","20250919","2"
"MF2-28-832-aus","20250922","2"
"MF2-28-832-aus","20250923","2"
"MF2-28-832-aus","20250924","2"
"MF2-28-832-aus","20250925","2"
"MF2-28-832-aus","20250926","2"
"MF2-28-832-aus","20250929","2"
"MF2-28-832-aus","20250930","2"
"MF2-28-832-aus","20251001","2"
"MF2-28-832-aus","20251002","2"
"MF2-28-832-aus","20251003","2"
"MF2-28-832-aus","20251006","2"
"MF2-28-832-aus","20251007","2"
"MF2-28-832-aus","20251008","2"
"MF2-28-832-aus","20251009","2"
"MF2-28-832-aus","20251010","2"
"MF2-28-833-aus","20250711","2"
"MF2-28-833-aus","20250718","2"
"MF2-28-833-aus","20250926","2"
"MF2-37-503-aus","20250716","2"
"MF2-37-503-aus","20250924","2"
"MF2-37-503-aus","20251001","2"
"MF2-37-503-aus","20251008","2"
"MF2-37-504-aus","20250716","2"
"MF2-37-504-aus","20250924","2"
"MF2-37-504-aus","20251001","2"
"MF2-37-504-aus","20251008","2"
"MF2-37-505-aus","20250716","2"
"MF2-37-505-aus","20250924","2"
"MF2-37-505-aus","20251001","2"
"MF2-37-505-aus","20251008","2"
"MF2-37-506-aus","20250716","2"
"MF2-37-506-aus","20250924","2"
"MF2-37-506-aus","20251001","2"
"MF2-37-506-aus","20251008","2"
"MF2-37-508-aus","20250716","2"
"MF2-37-508-aus","20250924","2"
"MF2-37-508-aus","20251001","2"
"MF2-37-508-aus","20251008","2"
"MF2-37-509-aus","20250716","2"
"MF2-37-509-aus","20250924","2"
"MF2-37-509-aus","20251001","2"
"MF2-37-509-aus","20251008","2"
"MF2-37-546-aus","20250716","2"
"MF2-37-546-aus","20250924","2"
"MF2-37-546-aus","20251001","2"
"MF2-37-546-aus","20251008","2"
"MF2-37-552-aus","20250716","2"
"MF2-37-552-aus","20250924","2"
"MF2-37-552-aus","20251001","2"
"MF2-37-552-aus","20251008","2"
"MF2-37-553-aus","20250716","2"
"MF2-37-553-aus","20250924","2"
"MF2-37-553-aus","20251001","2"
"MF2-37-553-aus","20251008","2"
"MF2-37-558-aus","20250716","2"
"MF2-37-558-aus","20250924","2"
"MF2-37-558-aus","20251001","2"
"MF2-37-558-aus","20251008","2"
"MF2-37-567-aus","20250716","2"
"MF2-37-567-aus","20250924","2"
"MF2-37-567-aus","20251001","2"
"MF2-37-567-aus","20251008","2"
"MF2-37-609-aus","20250716","2"
"MF2-37-609-aus","20250924","2"
"MF2-37-609-aus","20251001","2"
"MF2-37-609-aus","20251008","2"
"MF2-38-418-aus","20250714","2"
"MF2-38-418-aus","20250715","2"
"MF2-38-418-aus","20250716","2"
"MF2-38-418-aus","20250717","2"
"MF2-38-419-aus","20250714","2"
"MF2-38-419-aus","20250715","2"
"MF2-38-419-aus","20250716","2"
"MF2-38-419-aus","20250717","2"
"MF2-38-423-aus","20250714","2"
"MF2-38-423-aus","20250715","2"
"MF2-38-423-aus","20250716","2"
"MF2-38-423-aus","20250717","2"
"MF2-38-424-aus","20250714","2"
"MF2-38-424-aus","20250715","2"
"MF2-38-424-aus","20250716","2"
"MF2-38-424-aus","20250717","2"
"MF2-38-460-aus","20250714","2"
"MF2-38-460-aus","20250715","2"
"MF2-38-460-aus","20250716","2"
"MF2-38-460-aus","20250717","2"
"MF2-38-461-aus","20250714","2"
"MF2-38-461-aus","20250715","2"
"MF2-38-461-aus","20250716","2"
"MF2-38-461-aus","20250717","2"
"MF2-38-462-aus","20250714","2"
"MF2-38-462-aus","20250715","2"
"MF2-38-462-aus","20250716","2"
"MF2-38-462-aus","20250717","2"
"MF2-38-463-aus","20250714","2"
"MF2-38-463-aus","20250715","2"
"MF2-38-463-aus","20250716","2"
"MF2-38-463-aus","20250717","2"
"MF2-38-465-aus","20250714","2"
"MF2-38-465-aus","20250715","2"
"MF2-38-465-aus","20250716","2"
"MF2-38-465-aus","20250717","2"
"MF2-38-467-aus","20250714","2"
"MF2-38-467-aus","20250715","2"
"MF2-38-467-aus","20250716","2"
"MF2-38-467-aus","20250717","2"
"MF2-38-468-aus","20250714","2"
"MF2-38-468-aus","20250715","2"
"MF2-38-468-aus","20250716","2"
"MF2-38-468-aus","20250717","2"
"MF2-38-469-aus","20250714","2"
"MF2-38-469-aus","20250715","2"
"MF2-38-469-aus","20250716","2"
"MF2-38-469-aus","20250717","2"
"MF2-38-476-aus","20250714","2"
"MF2-38-476-aus","20250715","2"
"MF2-38-476-aus","20250716","2"
"MF2-38-476-aus","20250717","2"
"MF2-40-683-aus","20250721","2"
"MF2-40-683-aus","20250722","2"
"MF2-40-683-aus","20250723","2"
"MF2-40-683-aus","20250724","2"
"MF2-40-683-aus","20250725","2"
"MF2-40-683-aus","20250728","2"
"MF2-40-683-aus","20250729","2"
"MF2-40-683-aus","20250730","2"
"MF2-40-683-aus","20250731","2"
"MF2-40-683-aus","20250801","2"
"MF2-40-683-aus","20250804","2"
"MF2-40-683-aus","20250805","2"
