trip_id	stop_sequence	route_id	direction_id	service_id	trip_headsign	stop_name	stop_id	stop_lat	stop_lon	departure_time
14-270--1-MF10-270919	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:23:00
14-270--1-MF10-270920	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:43:00
14-270--1-MF10-270921	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:05:00
14-270--1-MF10-270922	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:23:00
14-270--1-MF10-270923	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:35:00
14-270--1-MF10-270924	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:45:00
14-270--1-MF10-270925	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:56:00
14-270--1-MF10-270926	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:11:00
14-270--1-MF10-270927	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:21:00
14-270--1-MF10-270928	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:31:00
14-270--1-MF10-270929	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:41:00
14-270--1-MF10-270930	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:55:00
14-270--1-MF10-270931	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:13:00
14-270--1-MF10-270932	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:30:00
14-270--1-MF10-270933	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:50:00
14-270--1-MF10-270934	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:10:00
14-270--1-MF10-270935	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:30:00
14-270--1-MF10-270936	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:50:00
14-270--1-MF10-270937	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:32:00
14-270--1-MF10-270938	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:12:00
14-270--1-MF10-270939	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:32:00
14-270--1-MF10-270940	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:52:00
14-270--1-MF10-270941	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:12:00
14-270--1-MF10-270942	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:32:00
14-270--1-MF10-270943	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:52:00
14-270--1-MF10-270944	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:12:00
14-270--1-MF10-270945	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:31:00
14-270--1-MF10-270946	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:51:00
14-270--1-MF10-270947	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:11:00
14-270--1-MF10-270948	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:34:00
14-270--1-MF10-270949	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:55:00
14-270--1-MF10-270950	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:13:00
14-270--1-MF10-270951	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:33:00
14-270--1-MF10-270952	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:53:00
14-270--1-MF10-270953	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:13:00
14-270--1-MF10-270954	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:30:00
14-270--1-MF10-270955	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:49:00
14-270--1-MF10-270956	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:09:00
14-270--1-MF10-270957	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:27:00
14-270--1-MF10-270958	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:47:00
14-270--1-MF10-270959	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:06:00
14-270--1-MF10-270960	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:26:00
14-270--1-MF10-270961	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:46:00
14-270--1-MF10-270962	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:06:00
14-270--1-MF10-270963	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:25:00
14-270--1-MF10-270964	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:40:00
14-270--1-MF10-270965	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	21:10:00
14-270--1-MF10-270966	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	22:10:00
14-270--1-MF10-270967	37	14-270-aus-1	1	MF10-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	23:10:00
14-270--1-MF10-271412	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:20:00
14-270--1-MF10-271413	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:43:00
14-270--1-MF10-271414	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:00:00
14-270--1-MF10-271415	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:20:00
14-270--1-MF10-271416	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:40:00
14-270--1-MF10-271417	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:56:00
14-270--1-MF10-271418	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:12:00
14-270--1-MF10-271419	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:28:00
14-270--1-MF10-271420	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:45:00
14-270--1-MF10-271421	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:05:00
14-270--1-MF10-271422	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:25:00
14-270--1-MF10-271423	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:45:00
14-270--1-MF10-271424	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:25:00
14-270--1-MF10-271425	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:05:00
14-270--1-MF10-271426	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:25:00
14-270--1-MF10-271427	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:45:00
14-270--1-MF10-271428	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:05:00
14-270--1-MF10-271429	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:25:00
14-270--1-MF10-271430	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:45:00
14-270--1-MF10-271431	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:05:00
14-270--1-MF10-271432	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:25:00
14-270--1-MF10-271433	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:45:00
14-270--1-MF10-271434	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:05:00
14-270--1-MF10-271435	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:25:00
14-270--1-MF10-271436	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:40:00
14-270--1-MF10-271437	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:07:00
14-270--1-MF10-271438	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:17:00
14-270--1-MF10-271439	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:32:00
14-270--1-MF10-271440	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:45:00
14-270--1-MF10-271441	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:55:00
14-270--1-MF10-271442	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:05:00
14-270--1-MF10-271443	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:15:00
14-270--1-MF10-271444	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:25:00
14-270--1-MF10-271445	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:35:00
14-270--1-MF10-271446	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:45:00
14-270--1-MF10-271447	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:55:00
14-270--1-MF10-271448	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:05:00
14-270--1-MF10-271449	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:15:00
14-270--1-MF10-271450	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:25:00
14-270--1-MF10-271451	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:35:00
14-270--1-MF10-271452	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:50:00
14-270--1-MF10-271453	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:06:00
14-270--1-MF10-271454	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:21:00
14-270--1-MF10-271455	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:36:00
14-270--1-MF10-271456	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:51:00
14-270--1-MF10-271457	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:06:00
14-270--1-MF10-271458	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:25:00
14-270--1-MF10-271459	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:45:00
14-270--1-MF10-271460	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:15:00
14-270--1-MF10-271461	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:45:00
14-270--1-MF10-271462	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	21:15:00
14-270--1-MF10-271463	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	22:15:00
14-270--1-MF10-271464	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	23:15:00
14-270--1-MF10-271465	1	14-270-aus-1	0	MF10-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:55:00
14-270--1-MF11-270026	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:05:00
14-270--1-MF11-270030	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:45:00
14-270--1-MF11-270037	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:11:00
14-270--1-MF11-270041	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:52:00
14-270--1-MF11-270968	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:23:00
14-270--1-MF11-270969	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:43:00
14-270--1-MF11-270970	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:05:00
14-270--1-MF11-270971	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:23:00
14-270--1-MF11-270972	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:35:00
14-270--1-MF11-270973	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:56:00
14-270--1-MF11-270974	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:11:00
14-270--1-MF11-270975	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:21:00
14-270--1-MF11-270976	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:31:00
14-270--1-MF11-270977	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:41:00
14-270--1-MF11-270978	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:55:00
14-270--1-MF11-270979	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:13:00
14-270--1-MF11-270980	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:30:00
14-270--1-MF11-270981	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:50:00
14-270--1-MF11-270982	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:10:00
14-270--1-MF11-270983	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:30:00
14-270--1-MF11-270984	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:50:00
14-270--1-MF11-270985	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:32:00
14-270--1-MF11-270986	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:12:00
14-270--1-MF11-270987	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:32:00
14-270--1-MF11-270988	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:52:00
14-270--1-MF11-270989	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:12:00
14-270--1-MF11-270990	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:52:00
14-270--1-MF11-270991	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:31:00
14-270--1-MF11-270992	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:51:00
14-270--1-MF11-270993	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:11:00
14-270--1-MF11-270994	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:34:00
14-270--1-MF11-270995	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:55:00
14-270--1-MF11-270996	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:13:00
14-270--1-MF11-270997	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:33:00
14-270--1-MF11-270998	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	16:53:00
14-270--1-MF11-270999	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:13:00
14-270--1-MF11-271000	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:30:00
14-270--1-MF11-271001	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	17:49:00
14-270--1-MF11-271002	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:09:00
14-270--1-MF11-271003	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:27:00
14-270--1-MF11-271004	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	18:47:00
14-270--1-MF11-271005	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:06:00
14-270--1-MF11-271006	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:26:00
14-270--1-MF11-271007	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	19:46:00
14-270--1-MF11-271008	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:06:00
14-270--1-MF11-271009	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	20:40:00
14-270--1-MF11-271010	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	21:10:00
14-270--1-MF11-271011	37	14-270-aus-1	1	MF11-14-270-aus	Box Hill	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	22:10:00
14-270--1-MF11-271466	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	6:20:00
14-270--1-MF11-271467	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:00:00
14-270--1-MF11-271468	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:20:00
14-270--1-MF11-271469	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:40:00
14-270--1-MF11-271470	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	7:56:00
14-270--1-MF11-271471	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:12:00
14-270--1-MF11-271472	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:28:00
14-270--1-MF11-271473	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	8:45:00
14-270--1-MF11-271474	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:25:00
14-270--1-MF11-271475	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	9:45:00
14-270--1-MF11-271476	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	10:25:00
14-270--1-MF11-271477	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:05:00
14-270--1-MF11-271478	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:25:00
14-270--1-MF11-271479	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	11:45:00
14-270--1-MF11-271480	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:05:00
14-270--1-MF11-271481	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	12:45:00
14-270--1-MF11-271482	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:25:00
14-270--1-MF11-271483	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	13:45:00
14-270--1-MF11-271484	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:05:00
14-270--1-MF11-271485	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:25:00
14-270--1-MF11-271486	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	14:40:00
14-270--1-MF11-271487	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:07:00
14-270--1-MF11-271488	1	14-270-aus-1	0	MF11-14-270-aus	Mitcham	Box Hill Bus Station/Station St	19644	'-37.81992331	145.122479	15:17:00
